person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P003567,261,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003576,261,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003577,261,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P003610,263,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003619,263,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003622,264,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003653,265,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003660,266,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P003663,266,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003666,266,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P003670,266,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P003673,267,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003676,267,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P003679,267,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003680,267,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Свободного состояния,Незаконнорожденная дочь,506
P003686,267,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P003689,268,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P003692,268,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P003696,268,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P003699,268,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003705,268,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003718,269,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь каторжного,Дочь,
P003719,269,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003722,269,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003744,270,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003752,271,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P003753,271,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P003758,271,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003761,271,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,
P003764,271,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P003768,272,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003771,272,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P003774,272,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003777,272,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003783,272,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003941,280,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,472
P003976,282,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Дочь,
P003977,282,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Сын,
P003995,283,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,
